11BIT,20180928,345.50,348.00,335.00,340.00,3800
4FUNMEDIA,20180928,15.00,15.00,14.25,14.90,430
ABADONRE,20180928,4.44,4.44,4.44,4.44,10
ABCDATA,20180928,1.56,1.57,1.54,1.54,4839
ABMSOLID,20180928,9.50,9.50,8.70,9.50,375
ABPL,20180928,20.40,20.50,20.30,20.30,1524
ACTION,20180928,3.82,3.90,3.80,3.80,8384
ADIUVO,20180928,9.84,10.00,9.58,9.80,5561
AGORA,20180928,9.00,9.10,9.00,9.00,742
AGROTON,20180928,3.75,3.80,3.65,3.70,6768
AILLERON,20180928,12.70,13.70,12.35,12.35,7312
AIRWAY,20180928,0.80,0.85,0.78,0.85,54407
ALCHEMIA,20180928,4.49,4.50,4.32,4.50,4160
ALIOR,20180928,63.50,63.85,63.00,63.00,287509
ALTA,20180928,3.04,3.04,2.90,3.04,209
ALTUSTFI,20180928,2.49,2.54,2.30,2.40,627474
ALUMETAL,20180928,44.95,45.75,44.35,44.35,1223
AMBRA,20180928,12.00,12.10,11.65,11.65,5796
AMICA,20180928,110.40,111.60,109.60,109.80,1848
AMREST,20180928,459.50,460.00,440.50,449.50,22463
APATOR,20180928,24.40,24.40,23.90,23.90,2444
APLISENS,20180928,11.40,11.40,11.00,11.30,2856
ARCHICOM,20180928,13.20,13.35,13.20,13.35,2600
ARCTIC,20180928,3.60,3.60,3.60,3.60,550
ARCUS,20180928,1.40,1.41,1.40,1.41,9250
ARTERIA,20180928,6.50,6.50,6.48,6.48,2
ARTIFEX,20180928,7.40,7.40,7.12,7.28,1194
ASBIS,20180928,2.46,2.46,2.34,2.34,268026
ASSECOBS,20180928,24.50,25.70,24.20,24.20,1531
ASSECOPOL,20180928,46.70,47.68,46.42,47.66,355192
ASSECOSEE,20180928,11.05,11.05,10.90,10.90,1829
ASTARTA,20180928,29.20,30.00,29.20,30.00,2583
ATAL,20180928,33.50,33.50,31.70,32.00,1445
ATENDE,20180928,3.02,3.13,3.02,3.13,9405
ATLANTAPL,20180928,3.60,3.75,3.60,3.75,18
ATLANTIS,20180928,0.51,0.52,0.51,0.51,4032
ATLASEST,20180928,0.83,0.83,0.83,0.83,50
ATM,20180928,9.88,9.88,9.42,9.42,357
ATMGRUPA,20180928,5.74,6.04,5.34,5.40,23016
ATREM,20180928,2.27,2.27,2.20,2.20,3890
AUTOPARTN,20180928,3.86,3.87,3.72,3.85,328884
AVIASG,20180928,15.10,15.10,15.10,15.10,1
BAHOLDING,20180928,2.00,2.04,1.85,2.04,808346
BALTONA,20180928,8.26,8.30,8.08,8.30,4092
BBIDEV,20180928,0.46,0.46,0.43,0.44,593553
BEDZIN,20180928,23.50,23.50,23.50,23.50,10
BENEFIT,20180928,976.00,998.00,976.00,980.00,2933
BEST,20180928,27.40,27.40,27.40,27.40,181
BETACOM,20180928,14.70,14.70,14.30,14.50,384
BGZBNPP,20180928,50.00,51.00,48.10,48.40,3627
BIK,20180928,15.65,15.65,15.65,15.65,2
BIOMEDLUB,20180928,1.10,1.12,1.10,1.12,17911
BIOTON,20180928,5.70,6.48,5.40,5.89,297086
BNPPSX7E0321,20180928,876.60,876.60,876.60,876.60,50
BNPPSXPP0421,20180928,962.40,962.40,962.40,962.40,100
BOGDANKA,20180928,60.50,60.50,59.20,60.00,6766
BORYSZEW,20180928,4.99,5.15,4.99,5.05,147466
BOS,20180928,7.51,7.51,7.31,7.45,20196
BRASTER,20180928,3.30,3.50,3.09,3.13,51225
BSCDRUK,20180928,37.80,37.80,36.00,36.40,149
BUDIMEX,20180928,107.20,107.60,103.00,103.60,15040
BYTOM,20180928,2.60,2.70,2.57,2.70,145692
CAPITAL,20180928,2.75,2.80,2.75,2.80,1755
CCC,20180928,221.00,224.60,216.20,220.00,89460
CDPROJEKT,20180928,194.00,194.90,184.80,187.30,253951
CDRL,20180928,20.90,20.90,20.60,20.60,252
CEZ,20180928,94.00,94.55,93.65,94.30,45
CIECH,20180928,47.26,47.40,46.62,47.40,114804
CIGAMES,20180928,0.96,1.00,0.94,0.94,905525
CITYSERV,20180928,10.40,11.20,10.40,11.20,2612
CLNPHARMA,20180928,33.80,33.95,33.35,33.60,8495
CNT,20180928,10.70,10.80,10.25,10.80,1248
COGNOR,20180928,1.74,1.80,1.71,1.80,73478
COMARCH,20180928,164.50,167.00,164.50,167.00,164
COMP,20180928,53.50,53.50,52.00,52.50,576
CORMAY,20180928,0.96,1.11,0.96,1.05,431831
CPGROUP,20180928,5.60,5.60,5.15,5.60,75213
CYFRPLSAT,20180928,22.16,22.70,22.14,22.24,703670
DEBICA,20180928,112.00,112.00,111.00,111.00,376
DECORA,20180928,10.35,10.40,10.35,10.35,2763
DEKPOL,20180928,40.00,40.00,38.40,39.00,4303
DELKO,20180928,7.64,9.20,7.64,8.40,38875
DGA,20180928,8.82,9.08,8.80,8.80,1797
DINOPL,20180928,99.05,99.85,98.20,99.60,217524
DOMDEV,20180928,66.80,68.40,66.00,68.00,7748
ECHO,20180928,4.39,4.39,4.32,4.33,11912
EFEKT,20180928,21.30,21.30,20.80,21.30,83
EKOEXPORT,20180928,4.11,4.30,4.03,4.24,22987
ELBUDOWA,20180928,36.20,36.60,35.70,36.00,20710
ELEKTROTI,20180928,4.18,4.18,4.10,4.15,10674
ELEMENTAL,20180928,1.55,1.65,1.49,1.49,570931
EMCINSMED,20180928,7.20,7.20,7.20,7.20,1
ENAP,20180928,1.08,1.08,1.00,1.00,2001
ENEA,20180928,8.20,8.21,8.00,8.00,423189
ENERGA,20180928,8.10,8.22,7.82,7.82,807584
ENERGOINS,20180928,0.94,1.00,0.94,1.00,62190
ENTER,20180928,20.00,20.00,20.00,20.00,1
ERBUD,20180928,9.88,9.88,9.88,9.88,155
ERG,20180928,49.00,49.00,49.00,49.00,1
ERGIS,20180928,3.72,3.72,3.72,3.72,1156
ESOTIQ,20180928,21.80,21.80,20.90,21.70,1029
ESSYSTEM,20180928,2.48,2.48,2.48,2.48,95
ETFDAX,20180928,506.10,506.10,496.60,496.60,85
ETFSP500,20180928,109.72,110.32,109.18,110.32,4306
ETFW20L,20180928,279.00,280.00,274.90,274.95,1311
EUCO,20180928,10.20,10.20,10.10,10.10,81
EUROCASH,20180928,18.70,18.88,18.08,18.08,589088
EUROTEL,20180928,17.20,18.30,17.20,17.20,4257
EVEREST,20180928,0.60,0.61,0.60,0.61,243
FAMUR,20180928,5.52,5.60,5.50,5.60,184514
FASING,20180928,16.20,16.20,16.20,16.20,652
FASTFIN,20180928,0.12,0.12,0.08,0.08,917995
FEERUM,20180928,6.26,6.26,6.26,6.26,10
FERRO,20180928,13.30,13.30,13.20,13.20,10464
FERRUM,20180928,4.92,4.93,4.92,4.93,50
FORTE,20180928,44.00,44.00,42.30,43.00,4005
GETIN,20180928,0.27,0.28,0.26,0.27,3736266
GETINOBLE,20180928,0.58,0.62,0.57,0.57,2238558
GINOROSSI,20180928,0.64,0.65,0.55,0.58,3258930
GLCOSMED,20180928,0.87,0.87,0.85,0.85,942
GOBARTO,20180928,8.82,9.16,8.82,9.16,7
GORENJE,20180928,52.20,52.20,52.20,52.20,1
GPRE,20180928,5.06,5.35,5.05,5.17,715
GPW,20180928,43.65,44.45,43.40,44.45,49717
GRAVITON,20180928,1.61,1.61,1.61,1.61,4
GROCLIN,20180928,2.23,3.00,2.16,3.00,223639
GRODNO,20180928,4.22,4.45,3.95,4.04,120160
GRUPAAZOTY,20180928,33.60,33.82,31.54,31.60,170669
GTC,20180928,8.54,8.54,8.18,8.25,94072
HANDLOWY,20180928,76.00,77.20,75.90,77.20,80176
HARPER,20180928,0.37,0.37,0.28,0.30,110824
HELIO,20180928,11.50,11.50,11.50,11.50,1
HERKULES,20180928,2.60,2.60,2.51,2.51,7500
HOLLYWOOD,20180928,1.08,1.08,1.01,1.08,2906
HYDROTOR,20180928,37.80,37.80,36.60,36.60,478
I2DEV,20180928,13.05,13.05,13.05,13.05,164
