06MAGNA,20160905,1.89,1.90,1.89,1.90,3093
11BIT,20160905,98.49,113.50,97.00,112.55,18409
4FUNMEDIA,20160905,5.36,5.36,5.22,5.35,1681
AATHOLD,20160905,18.88,18.88,18.35,18.35,460
ABCDATA,20160905,2.26,2.28,2.20,2.24,384355
ABMSOLID,20160905,9.20,10.47,9.01,10.35,433
ABPL,20160905,30.50,30.86,29.55,29.74,1855
ACAUTOGAZ,20160905,39.40,39.80,38.75,39.80,13526
ACTION,20160905,6.10,6.11,5.90,5.94,84553
ADIUVO,20160905,29.29,29.29,29.29,29.29,62
AGORA,20160905,11.20,11.20,10.92,11.00,136897
AGROTON,20160905,3.50,3.85,3.43,3.55,352668
AILLERON,20160905,7.13,7.40,7.13,7.40,1170
AIRWAY,20160905,1.84,1.89,1.80,1.89,166038
ALCHEMIA,20160905,5.15,5.15,5.09,5.10,492610
ALIOR,20160905,52.89,52.89,51.61,51.82,142254
ALMA,20160905,3.71,4.20,3.71,3.91,243247
ALTA,20160905,3.30,3.30,3.10,3.20,9934
ALTUSTFI,20160905,15.19,15.20,15.15,15.15,4822
ALUMETAL,20160905,62.50,62.50,61.99,62.49,2090
AMBRA,20160905,7.40,7.55,7.35,7.47,17141
AMICA,20160905,199.00,205.70,198.90,204.45,7329
AMREST,20160905,252.00,254.00,250.30,254.00,7290
APATOR,20160905,29.39,29.69,29.30,29.37,1405
APLISENS,20160905,12.50,12.50,12.50,12.50,2
APSENERGY,20160905,3.32,3.32,3.15,3.32,2452
ARCHICOM,20160905,14.89,14.89,14.45,14.70,446
ARCTIC,20160905,5.24,5.34,5.24,5.34,102801
ARKASWE17,20160905,79.00,79.00,79.00,79.00,292
ARTERIA,20160905,12.38,12.38,12.38,12.38,1
ASBIS,20160905,2.36,2.36,2.19,2.20,429586
ASSECOBS,20160905,23.49,23.49,23.34,23.49,1722
ASSECOPOL,20160905,55.60,56.27,55.36,55.98,31752
ASSECOSEE,20160905,9.30,9.30,9.30,9.30,2
ASSECOSLO,20160905,25.24,25.24,24.47,24.50,140
ASTARTA,20160905,53.25,54.00,53.00,53.98,3347
ATAL,20160905,26.00,26.00,26.00,26.00,1542
ATENDE,20160905,3.10,3.10,2.98,3.10,17349
ATLANTIS,20160905,0.69,0.70,0.67,0.68,45007
ATLASEST,20160905,0.82,0.82,0.82,0.82,10
ATM,20160905,10.38,10.38,10.38,10.38,42
ATMGRUPA,20160905,3.93,3.97,3.85,3.94,3949
ATREM,20160905,3.60,3.62,3.52,3.55,1470
AUTOPARTN,20160905,3.58,3.60,3.52,3.58,65957
AVIAAML,20160905,2.92,2.92,2.92,2.92,734
AVIASG,20160905,21.94,21.94,21.94,21.94,9
AWBUD,20160905,4.85,4.85,4.56,4.61,30812
BALTONA,20160905,3.25,3.52,3.20,3.52,13745
BANKBPH,20160905,30.80,30.87,30.80,30.87,657
BBIDEV,20160905,0.94,0.94,0.93,0.94,111295
BEDZIN,20160905,24.80,24.80,23.00,23.00,1175
BENEFIT,20160905,684.70,691.00,684.70,691.00,3839
BEST,20160905,21.50,21.50,20.90,20.90,1077
BETACOM,20160905,11.75,11.98,11.75,11.98,1392
BGZBNPP,20160905,50.94,51.00,49.01,51.00,6119
BIOMEDLUB,20160905,0.81,0.86,0.81,0.86,272720
BIOTON,20160905,9.60,9.89,9.42,9.49,90735
BMPAG,20160905,3.06,3.06,2.95,3.06,5502
BOGDANKA,20160905,55.00,59.83,53.80,59.16,44258
BORYSZEW,20160905,6.14,6.26,6.14,6.23,94463
BOS,20160905,10.54,10.54,10.27,10.44,7775
BOWIM,20160905,4.30,4.30,4.05,4.13,47727
BRASTER,20160905,25.50,25.50,24.51,25.20,16090
BRIJU,20160905,19.75,19.78,19.40,19.59,12130
BSCDRUK,20160905,41.40,41.45,41.40,41.40,720
BUDIMEX,20160905,194.70,195.00,194.50,195.00,1758
BUMECH,20160905,0.97,1.06,0.96,1.03,334937
BUWOG,20160905,101.70,101.70,101.70,101.70,28
BYTOM,20160905,2.93,2.96,2.84,2.89,109035
BZWBK,20160905,320.25,322.00,318.10,318.10,35084
CALATRAVA,20160905,1.15,1.21,1.15,1.20,18998
CAPITAL,20160905,2.52,2.63,2.52,2.63,3678
CCC,20160905,183.05,183.75,182.65,183.30,38922
