11BIT,20171018,184.00,185.20,180.15,182.30,4392
4FUNMEDIA,20171018,8.05,8.09,7.91,8.04,488
AATHOLD,20171018,20.10,20.10,20.10,20.10,1
ABADONRE,20171018,5.60,5.60,5.60,5.60,160
ABCDATA,20171018,1.96,2.00,1.96,1.98,40277
ABMSOLID,20171018,10.90,10.99,10.88,10.88,10
ABPL,20171018,27.08,27.10,26.88,27.05,1035
ACAUTOGAZ,20171018,42.60,43.15,42.21,42.21,2948
ACTION,20171018,4.63,4.64,4.40,4.45,18479
ADIUVO,20171018,19.49,19.49,18.57,19.20,458
AGORA,20171018,16.01,16.07,16.01,16.03,11062
AGROTON,20171018,4.56,4.56,4.16,4.26,14479
AGROWILL,20171018,1.80,1.80,1.80,1.80,2700
AILLERON,20171018,15.00,15.98,15.00,15.80,48651
AIRWAY,20171018,1.12,1.12,1.04,1.10,41276
ALCHEMIA,20171018,4.97,5.03,4.97,5.03,10514
ALIOR,20171018,70.50,71.35,70.00,70.50,215310
ALMA,20171018,0.56,0.57,0.52,0.56,31912
ALTA,20171018,3.26,3.26,2.96,2.96,300
ALTUSTFI,20171018,15.09,15.24,14.80,14.82,3848
ALUMETAL,20171018,51.99,51.99,50.78,51.50,1914
AMBRA,20171018,11.40,11.40,11.34,11.35,6763
AMICA,20171018,156.10,158.80,155.10,155.45,2312
AMREST,20171018,361.00,362.25,352.60,355.00,6264
APATOR,20171018,30.47,30.47,30.00,30.01,1702
APLISENS,20171018,12.84,12.84,12.84,12.84,10
APSENERGY,20171018,3.84,3.84,3.84,3.84,1
ARCHICOM,20171018,15.30,15.30,15.30,15.30,570
ARCTIC,20171018,4.31,4.42,4.24,4.38,18173
ARKASWE17,20171018,115.45,115.48,115.45,115.48,371
ARTERIA,20171018,8.23,8.23,7.72,7.95,1464
ARTIFEX,20171018,8.99,8.99,8.99,8.99,1
ASBIS,20171018,2.56,2.56,2.51,2.53,84328
ASSECOBS,20171018,26.88,26.88,26.60,26.60,22
ASSECOPOL,20171018,45.80,46.26,45.80,46.20,126976
