11BIT,20180328,211.50,211.50,206.50,207.50,1881
4FUNMEDIA,20180328,9.38,9.44,9.14,9.32,1268
AATHOLD,20180328,23.00,23.00,22.20,22.20,31
ABCDATA,20180328,1.92,1.93,1.82,1.89,257472
ABMSOLID,20180328,12.20,12.20,11.95,11.95,10
ABPL,20180328,26.00,26.10,25.80,26.10,671
ACAUTOGAZ,20180328,42.00,42.00,41.90,41.90,14
ACTION,20180328,3.09,3.10,3.07,3.10,3558
ADIUVO,20180328,8.14,8.14,7.60,7.60,4175
AGORA,20180328,14.50,14.50,14.20,14.50,1590
AGROTON,20180328,5.37,5.56,5.25,5.26,7203
AILLERON,20180328,16.15,16.15,15.40,15.40,3259
AIRWAY,20180328,0.70,0.70,0.66,0.70,56720
ALCHEMIA,20180328,4.10,4.24,4.10,4.11,429
ALIOR,20180328,74.15,74.35,72.00,72.85,216859
ALTA,20180328,2.94,2.94,2.66,2.70,3409
ALTUSTFI,20180328,14.10,14.55,13.90,14.00,5452
ALUMETAL,20180328,54.60,55.00,53.50,55.00,3493
AMBRA,20180328,13.20,13.20,12.65,13.00,4803
AMICA,20180328,124.80,126.60,122.60,124.80,8711
AMREST,20180328,443.50,443.50,434.00,437.50,4838
APATOR,20180328,22.10,22.10,21.80,22.10,55852
APLISENS,20180328,12.60,12.60,12.20,12.60,303
APSENERGY,20180328,1.99,2.00,1.99,2.00,21450
ARCHICOM,20180328,15.90,15.90,15.60,15.85,680
ARCTIC,20180328,3.75,3.75,3.73,3.74,5357
ARCUS,20180328,1.40,1.50,1.40,1.48,29965
ARTERIA,20180328,6.82,7.08,6.82,7.08,7
ARTIFEX,20180328,9.18,9.18,9.18,9.18,1
ASBIS,20180328,3.39,3.42,3.30,3.30,139465
ASSECOBS,20180328,28.00,29.20,27.60,27.60,331
ASSECOPOL,20180328,47.70,47.70,46.12,47.16,95894
ASSECOSEE,20180328,12.95,12.95,12.40,12.65,6966
ASTARTA,20180328,48.30,48.50,48.10,48.50,1703
ATAL,20180328,43.40,43.40,42.00,42.50,32295
ATENDE,20180328,4.25,4.37,4.14,4.15,188720
ATLANTIS,20180328,0.65,0.70,0.65,0.70,11141
ATLASEST,20180328,0.91,0.93,0.82,0.87,624755
ATM,20180328,9.22,9.60,9.18,9.48,1167
ATMGRUPA,20180328,4.25,4.25,4.01,4.25,5906
ATREM,20180328,2.42,2.42,2.42,2.42,10
AUTOPARTN,20180328,4.45,4.45,4.17,4.18,154923
AVIAAML,20180328,5.60,5.60,5.56,5.60,68534
AVIASG,20180328,15.35,15.35,15.35,15.35,2
BAHOLDING,20180328,8.40,8.50,8.30,8.44,18493
BALTONA,20180328,3.44,3.44,3.44,3.44,1
BBIDEV,20180328,0.69,0.69,0.67,0.69,179652
BEDZIN,20180328,28.80,28.80,28.20,28.20,59
BENEFIT,20180328,1025.00,1030.00,994.00,1000.00,350
BEST,20180328,29.60,30.40,29.60,30.40,500
BETACOM,20180328,11.40,11.70,11.00,11.60,6275
BGZBNPP,20180328,68.00,68.00,65.80,66.00,536
BIK,20180328,16.95,16.95,16.95,16.95,2
BIOMEDLUB,20180328,1.51,1.51,1.41,1.46,105686
BIOTON,20180328,4.53,4.53,4.20,4.22,46547
BOGDANKA,20180328,46.00,46.60,44.70,45.20,20562
BORYSZEW,20180328,9.28,9.39,9.12,9.22,121934
BOS,20180328,9.15,9.15,8.90,9.04,2693
BOWIM,20180328,3.74,3.74,3.74,3.74,1500
BRASTER,20180328,6.38,6.38,6.09,6.30,8646
BSCDRUK,20180328,37.00,39.20,37.00,38.80,5854
BUDIMEX,20180328,204.50,206.50,198.00,201.50,12348
BUMECH,20180328,0.42,0.43,0.35,0.35,3397016
BYTOM,20180328,3.00,3.00,2.92,2.98,61186
BZWBK,20180328,358.40,364.00,357.60,360.80,48868
CAPITAL,20180328,4.10,4.12,3.96,4.05,20978
