11BIT,20171113,167.50,170.50,162.30,168.60,3389
4FUNMEDIA,20171113,7.92,8.23,7.92,8.23,2547
AATHOLD,20171113,19.94,19.94,19.00,19.00,51
ABADONRE,20171113,5.09,5.56,5.09,5.56,2700
ABCDATA,20171113,2.16,2.19,2.09,2.10,163290
ABMSOLID,20171113,10.84,11.92,10.84,11.92,159
ABPL,20171113,26.01,26.02,26.00,26.00,664
ACAUTOGAZ,20171113,41.55,41.85,41.00,41.85,127
ACTION,20171113,4.34,4.35,4.18,4.35,20652
ADIUVO,20171113,16.45,16.45,16.45,16.45,2
AGORA,20171113,15.20,15.49,15.00,15.00,2775
AGROTON,20171113,4.12,4.60,4.12,4.45,61043
AILLERON,20171113,16.85,16.85,15.62,15.92,29910
AIRWAY,20171113,0.97,0.97,0.94,0.95,11256
ALCHEMIA,20171113,4.96,4.96,4.86,4.94,1422
ALIOR,20171113,70.78,72.26,70.32,71.38,111406
ALMA,20171113,0.50,0.53,0.50,0.50,9991
ALTA,20171113,2.84,2.84,2.54,2.80,19159
ALTUSTFI,20171113,14.70,14.80,14.61,14.79,1909
ALUMETAL,20171113,48.01,48.01,47.06,47.48,8158
AMBRA,20171113,11.70,12.18,11.70,12.15,18338
AMICA,20171113,132.40,135.00,132.20,134.50,7212
AMREST,20171113,359.90,369.00,359.90,369.00,6839
APATOR,20171113,29.69,29.69,28.49,28.50,9002
APLISENS,20171113,12.00,12.00,11.59,11.95,283
APSENERGY,20171113,3.35,3.35,3.04,3.04,2898
ARCHICOM,20171113,14.50,14.50,14.40,14.40,1646
ARCTIC,20171113,3.92,4.04,3.69,3.77,132135
ARCUS,20171113,1.90,2.03,1.76,2.03,77891
ARKASWE17,20171113,113.00,113.00,113.00,113.00,6
ARTERIA,20171113,7.70,7.70,7.56,7.70,9868
ARTIFEX,20171113,8.20,8.99,7.42,8.00,13641
ASBIS,20171113,2.90,2.90,2.83,2.86,56963
ASMGROUP,20171113,4.09,4.27,4.09,4.27,2315
ASSECOBS,20171113,26.40,26.40,26.30,26.30,112
ASSECOPOL,20171113,45.50,45.74,44.60,44.90,87176
ASSECOSEE,20171113,11.49,11.49,11.31,11.49,2290
ASTARTA,20171113,50.45,51.00,50.00,51.00,493
ATAL,20171113,43.50,43.50,43.00,43.50,1170
ATENDE,20171113,4.35,4.35,4.25,4.32,654
ATLANTAPL,20171113,3.97,3.97,3.95,3.95,200
ATLANTIS,20171113,0.79,0.79,0.73,0.73,46853
ATLASEST,20171113,1.00,1.00,0.97,0.97,5000
ATM,20171113,11.40,11.40,11.40,11.40,2
ATMGRUPA,20171113,4.08,4.08,3.84,4.08,6
ATREM,20171113,2.84,2.88,2.80,2.88,6202
AUTOPARTN,20171113,4.60,4.68,4.55,4.60,14228
AVIAAML,20171113,5.48,5.50,5.44,5.50,6801
AVIASG,20171113,17.90,17.90,17.90,17.90,2
AWBUD,20171113,4.15,4.38,4.15,4.38,10317
BALTONA,20171113,2.89,2.89,2.77,2.77,851
BBIDEV,20171113,0.63,0.63,0.61,0.61,224093
BEDZIN,20171113,25.19,25.19,25.19,25.19,10
BENEFIT,20171113,1115.00,1115.00,1090.00,1115.00,978
BERLING,20171113,3.81,3.82,3.81,3.82,320
BEST,20171113,30.00,30.00,30.00,30.00,1
BETACOM,20171113,11.50,11.50,11.35,11.35,2503
BGZBNPP,20171113,65.40,65.95,64.10,65.95,983
BIK,20171113,16.70,16.70,16.31,16.70,200
BIOMEDLUB,20171113,1.20,1.23,1.20,1.21,52185
BIOTON,20171113,4.17,4.20,4.15,4.18,23359
BOGDANKA,20171113,70.00,70.00,68.80,68.95,1832
BORYSZEW,20171113,9.80,9.84,9.51,9.65,39141
BOS,20171113,9.35,9.44,9.26,9.29,7351
BOWIM,20171113,3.49,3.49,3.44,3.44,12
BRASTER,20171113,6.05,6.30,5.81,5.87,59390
BSCDRUK,20171113,33.00,33.55,32.00,33.55,141
BUDIMEX,20171113,188.00,188.60,182.05,182.05,4040
BUMECH,20171113,0.72,0.73,0.62,0.66,3958528
BUWOG,20171113,106.15,106.15,106.15,106.15,1
BYTOM,20171113,2.43,2.45,2.43,2.45,17562
BZWBK,20171113,369.85,374.25,368.05,371.00,25379
CAPITAL,20171113,3.38,3.38,3.30,3.30,37447
CCC,20171113,250.85,253.50,248.95,250.05,55443
CDPROJEKT,20171113,124.00,124.00,111.60,114.75,970441
CDRL,20171113,27.00,27.00,26.25,26.90,226
CEZ,20171113,79.00,81.10,79.00,80.44,2170
CFI,20171113,0.71,0.72,0.69,0.69,84721
