11BIT,20181008,330.00,330.00,297.00,303.50,30404
4FUNMEDIA,20181008,14.80,14.80,14.40,14.40,1211
ABCDATA,20181008,0.96,1.03,0.96,0.96,653070
ABMSOLID,20181008,10.00,10.35,9.52,10.35,354
ABPL,20181008,19.40,19.95,19.40,19.60,607
ACAUTOGAZ,20181008,41.80,41.90,41.80,41.90,546
ACTION,20181008,3.55,3.64,3.46,3.46,1515
ADIUVO,20181008,9.70,10.05,9.60,9.80,3808
AGORA,20181008,9.58,9.58,9.34,9.34,2285
AGROTON,20181008,3.68,3.68,3.51,3.65,1422
AILLERON,20181008,13.80,14.00,13.40,13.65,1248
AIRWAY,20181008,0.79,0.81,0.78,0.81,52971
ALCHEMIA,20181008,4.39,4.39,4.27,4.38,6548
ALIOR,20181008,61.10,61.30,60.40,60.45,243026
ALTA,20181008,3.16,3.20,2.54,2.66,7226
ALTUSTFI,20181008,1.97,2.07,1.96,1.96,107205
ALUMETAL,20181008,44.00,44.00,44.00,44.00,91
AMBRA,20181008,11.50,11.90,11.40,11.50,2323
AMICA,20181008,109.40,111.40,109.00,110.00,2556
APATOR,20181008,25.30,25.30,25.00,25.00,939
APLISENS,20181008,11.30,11.30,11.30,11.30,1
ARCHICOM,20181008,12.40,12.40,11.85,12.00,7071
ARCTIC,20181008,3.46,3.48,3.46,3.48,6316
ARCUS,20181008,1.34,1.34,1.25,1.25,11829
ARTERIA,20181008,6.48,6.48,6.00,6.48,13
ARTIFEX,20181008,6.98,7.18,6.90,7.18,4412
ASBIS,20181008,2.44,2.44,2.39,2.40,51043
ASSECOBS,20181008,24.50,24.50,24.50,24.50,200
ASSECOPOL,20181008,46.50,46.94,45.00,45.06,89696
ASSECOSEE,20181008,11.25,11.25,11.25,11.25,10
ASTARTA,20181008,30.00,30.00,30.00,30.00,303
ATAL,20181008,31.60,31.60,31.00,31.20,1570
ATENDE,20181008,3.42,3.58,3.40,3.58,7368
ATLANTIS,20181008,0.47,0.47,0.47,0.47,505
ATLASEST,20181008,0.87,0.87,0.86,0.86,4910
ATM,20181008,9.00,9.44,9.00,9.44,2359
ATMGRUPA,20181008,5.74,5.76,5.46,5.64,1285
AUTOPARTN,20181008,3.85,3.85,3.75,3.75,27802
AWBUD,20181008,1.33,1.45,1.33,1.39,7323
BAHOLDING,20181008,2.19,2.19,1.98,2.00,553944
BALTONA,20181008,8.50,8.50,8.26,8.50,101
BBIDEV,20181008,0.56,0.58,0.55,0.58,252409
BEDZIN,20181008,24.60,24.60,24.40,24.40,10
BENEFIT,20181008,966.00,970.00,932.00,966.00,590
BETACOM,20181008,14.90,14.90,14.80,14.80,480
BGZBNPP,20181008,49.80,49.80,45.00,45.00,298
BIK,20181008,15.60,15.65,15.00,15.65,67
BIOMEDLUB,20181008,1.15,1.16,1.13,1.15,20298
BIOTON,20181008,5.42,5.87,5.41,5.41,190728
BNPPBSK20621,20181008,917.40,917.40,917.40,917.40,4
BOGDANKA,20181008,59.30,59.60,59.20,59.60,2138
BORYSZEW,20181008,5.17,5.18,5.10,5.18,119399
BOS,20181008,6.90,6.90,6.71,6.76,9705
BOWIM,20181008,3.32,3.33,3.32,3.33,2916
BRASTER,20181008,2.04,2.04,1.56,1.56,406933
BSCDRUK,20181008,37.20,37.20,37.20,37.20,2
BUDIMEX,20181008,102.20,103.20,102.20,102.60,1693
BYTOM,20181008,2.65,2.74,2.60,2.71,31946
CAPITAL,20181008,2.71,2.77,2.60,2.77,107
CCC,20181008,229.00,229.00,218.00,219.00,47719
CDPROJEKT,20181008,180.10,180.10,163.10,163.10,525806
CDRL,20181008,21.80,21.90,21.80,21.90,1597
CELTIC,20181008,8.05,8.05,8.05,8.05,180
CEZ,20181008,95.00,95.90,94.65,95.00,15604
CIECH,20181008,47.60,47.60,46.36,47.00,52192
CIGAMES,20181008,0.94,0.94,0.92,0.93,336158
CITYSERV,20181008,11.50,12.50,11.50,11.80,5153
CLNPHARMA,20181008,33.65,33.65,32.60,33.50,2274
CNT,20181008,10.55,11.40,10.55,11.40,1290
COGNOR,20181008,1.68,1.68,1.58,1.58,51589
COMARCH,20181008,170.00,170.00,166.00,169.00,29
COMP,20181008,52.50,54.00,52.50,54.00,1149
CORMAY,20181008,0.98,1.03,0.98,1.01,29937
CPGROUP,20181008,5.75,5.75,5.60,5.75,1503
CYFRPLSAT,20181008,23.00,23.00,22.62,22.74,266871
DEBICA,20181008,107.50,112.00,107.00,112.00,973
DECORA,20181008,11.00,11.10,10.85,10.95,54126
DEKPOL,20181008,39.60,39.60,39.60,39.60,20
DELKO,20181008,8.60,8.60,8.60,8.60,142
DGA,20181008,8.20,8.20,8.20,8.20,255
DINOPL,20181008,94.00,95.40,91.95,91.95,145757
DOMDEV,20181008,68.80,68.80,67.20,68.00,1015
DROZAPOL,20181008,1.60,1.60,1.54,1.58,238
ECHO,20181008,4.27,4.27,4.21,4.22,9768
EDINVEST,20181008,1.94,1.94,1.86,1.86,13
EFEKT,20181008,21.90,22.00,21.90,22.00,164
EKOEXPORT,20181008,3.75,3.75,3.44,3.53,61818
ELBUDOWA,20181008,38.40,39.00,38.00,38.00,951
ELEKTROTI,20181008,4.10,4.10,4.01,4.08,553
ELEMENTAL,20181008,1.45,1.51,1.32,1.34,345199
ELKOP,20181008,0.47,0.49,0.46,0.49,15029
EMCINSMED,20181008,7.20,7.20,7.20,7.20,1
ENAP,20181008,1.06,1.09,1.01,1.08,8801
ENEA,20181008,8.30,8.40,8.22,8.36,1034656
ENELMED,20181008,9.20,9.20,9.20,9.20,4
ENERGA,20181008,8.15,8.35,8.15,8.27,427671
ENERGOINS,20181008,0.92,0.94,0.88,0.94,4976
ENTER,20181008,20.50,20.50,20.50,20.50,1
ERBUD,20181008,11.00,11.00,10.65,10.65,780
ERG,20181008,47.70,47.70,46.60,47.70,176
ERGIS,20181008,3.90,3.90,3.76,3.90,914
ESOTIQ,20181008,20.80,20.80,20.40,20.40,1058
ESSYSTEM,20181008,2.48,2.48,2.32,2.46,1819
ETFDAX,20181008,493.50,494.15,490.00,490.00,211
ETFSP500,20181008,110.84,111.08,110.20,111.08,579
ETFW20L,20181008,274.30,274.30,270.00,271.00,245
EUCO,20181008,9.02,9.26,8.90,9.26,2096
EUROCASH,20181008,19.75,20.10,19.50,19.86,274850
EUROTEL,20181008,17.15,17.25,17.15,17.25,912
EVEREST,20181008,0.63,0.63,0.63,0.63,1
FAMUR,20181008,5.50,5.50,5.40,5.46,15263
FASING,20181008,16.55,16.55,16.50,16.50,1122
FEERUM,20181008,6.60,6.60,6.26,6.26,10
FERRO,20181008,13.30,13.90,13.30,13.55,384
FERRUM,20181008,4.80,5.00,4.45,4.80,4612
FORTE,20181008,42.00,42.00,40.50,40.80,4145
GETINOBLE,20181008,0.52,0.52,0.50,0.51,483130
GINOROSSI,20181008,0.58,0.60,0.56,0.57,344960
GLCOSMED,20181008,0.72,0.72,0.72,0.72,2
GOBARTO,20181008,8.62,8.94,8.62,8.62,117
GORENJE,20181008,51.80,52.20,51.80,52.20,2
GPRE,20181008,5.35,5.35,5.06,5.35,3423
GPW,20181008,44.00,44.30,43.85,43.85,142018
GRAVITON,20181008,1.40,1.40,1.40,1.40,3
GROCLIN,20181008,2.85,3.10,2.85,2.90,43317
GRODNO,20181008,4.00,4.14,3.86,4.10,8084
GRUPAAZOTY,20181008,28.46,29.22,27.64,27.80,124694
GTC,20181008,8.31,8.46,8.31,8.46,2589
HANDLOWY,20181008,73.80,74.00,72.80,73.40,26855
HARPER,20181008,0.20,0.21,0.19,0.20,228149
HELIO,20181008,11.20,11.20,10.80,11.20,263
HERKULES,20181008,2.48,2.50,2.45,2.50,3001
HOLLYWOOD,20181008,1.04,1.04,1.04,1.04,1
HYDROTOR,20181008,36.00,36.00,36.00,36.00,478
IDEABANK,20181008,3.45,3.45,3.34,3.35,69782
IFCAPITAL,20181008,0.58,0.63,0.58,0.63,310
IFIRMA,20181008,2.61,2.67,2.55,2.65,10852
IMCOMPANY,20181008,12.40,12.50,11.90,12.50,20445
IMMOBILE,20181008,3.59,3.59,3.40,3.49,5431
IMPEL,20181008,11.60,11.80,11.60,11.80,1826
IMPERA,20181008,0.94,0.94,0.89,0.89,337
IMPEXMET,20181008,3.06,3.18,3.06,3.13,217463
IMS,20181008,3.54,3.54,3.48,3.54,18787
INC,20181008,1.10,1.10,1.10,1.10,10
INDYKPOL,20181008,67.50,67.50,65.50,65.50,11
INGBSK,20181008,180.00,180.00,174.00,175.00,1708
INPRO,20181008,4.40,4.40,4.20,4.36,3640
INSTALKRK,20181008,13.70,13.70,13.30,13.40,9016
INTERAOLT,20181008,6.50,6.70,6.50,6.70,2118
INTERCARS,20181008,261.00,261.00,256.00,260.00,91
INTERFERI,20181008,3.62,3.78,3.62,3.78,358
INTERSPPL,20181008,2.03,2.03,2.03,2.03,52
INTLBCO19992,20181008,114.50,114.50,114.50,114.50,13
INTLBCO21899,20181008,58.85,58.85,58.85,58.85,22
INTLBMW16600,20181008,2.80,2.80,2.80,2.80,120
INTLCDR21634,20181008,3.00,3.00,2.20,2.20,27284
INTLCDR22012,20181008,2.60,2.60,2.56,2.56,5000
INTLCDR22020,20181008,4.30,4.40,3.21,3.21,10760
INTLDAX13169,20181008,197.50,197.50,197.50,197.50,5
INTLDAX16816,20181008,52.70,52.70,50.35,50.80,1916
INTLDAX17038,20181008,33.01,33.09,31.80,31.80,426
INTLDAX17046,20181008,43.10,43.10,43.10,43.10,100
INTLDAX17178,20181008,24.59,24.74,20.22,20.30,7482
INTLEUD16683,20181008,31.80,31.80,31.80,31.80,12
INTLEUD18150,20181008,12.34,12.34,12.24,12.24,400
INTLGBU17673,20181008,22.96,22.96,22.96,22.96,50
INTLGLD09746,20181008,39.46,39.53,35.40,35.56,477
INTLGLD11726,20181008,55.10,55.10,52.05,52.05,45
INTLKGH12203,20181008,35.82,35.82,35.82,35.82,500
INTLKGH16584,20181008,16.24,16.24,16.24,16.24,25
INTLNKX05413,20181008,302.00,302.00,302.00,302.00,5
INTLNOK08854,20181008,6.89,6.89,6.89,6.89,1055
INTLPEO12658,20181008,12.46,12.46,12.46,12.46,100
INTLPEO22004,20181008,21.16,21.16,21.16,21.16,82
INTLPGE21980,20181008,3.44,3.44,3.44,3.44,800
